CRUISE,ORIGINAL,COMPILED,Time,Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Depth,ID,Variable,Units,405,411,443,455,465,489,510,520,530,550,555,560,565,570,590,619,625,665,670,683,715,750
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-05T02:48:00Z,2003,3,5,2,48,0,115.60445,-33.33293,0,Bunbury_2003_2005_2003-03-05T02:48:00Z,ag,m-1,0.1086,0.0976,0.0513,0.0404,0.0326,0.0201,0.0131,0.0109,0.0088,0.0059,0.0054,0.0049,0.0044,0.0039,0.0026,0.0015,0.0013,0.0006,0.0005,0.0004,0.0002,0.0001
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-05T02:48:00Z,2003,3,5,2,48,0,115.60445,-33.33293,10,Bunbury_2003_2005_2003-03-05T02:48:00Z,ag,m-1,0.1696,0.1572,0.0996,0.0839,0.0721,0.0512,0.0378,0.0331,0.0284,0.0213,0.0202,0.0187,0.0173,0.016,0.0121,0.0081,0.0074,0.0042,0.0039,0.0032,0.0021,0.0012
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-05T03:35:00Z,2003,3,5,3,35,0,115.5599,-33.31617,18,Bunbury_2003_2005_2003-03-05T03:35:00Z,ag,m-1,0.09,0.0816,0.0455,0.0366,0.0301,0.0194,0.0132,0.0111,0.0091,0.0063,0.0059,0.0053,0.0049,0.0044,0.0031,0.0018,0.0016,0.0008,0.0007,0.0006,0.0003,0.0002
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T02:16:00Z,2003,7,24,2,16,0,115.31667,-33.11673,0,Bunbury_2003_2005_2003-07-24T02:16:00Z,ag,m-1,0.0867,0.0805,0.0517,0.0437,0.0377,0.0271,0.0201,0.0177,0.0153,0.0116,0.0109,0.0102,0.0094,0.0088,0.0066,0.0045,0.0041,0.0024,0.0022,0.0019,0.0012,0.0007
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T02:16:00Z,2003,7,24,2,16,0,115.31667,-33.11673,13,Bunbury_2003_2005_2003-07-24T02:16:00Z,ag,m-1,0.0841,0.0779,0.0494,0.0416,0.0357,0.0254,0.0187,0.0164,0.0141,0.0106,0.01,0.0093,0.0086,0.008,0.006,0.004,0.0037,0.0021,0.0019,0.0016,0.001,0.0006
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T03:34:00Z,2003,7,24,3,34,0,115.3476,-33.11297,0,Bunbury_2003_2005_2003-07-24T03:34:00Z,ag,m-1,0.0651,0.0606,0.0395,0.0336,0.0291,0.0211,0.0159,0.014,0.0121,0.0093,0.0088,0.0082,0.0076,0.0071,0.0054,0.0037,0.0034,0.002,0.0019,0.0016,0.001,0.0006
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T03:34:00Z,2003,7,24,3,34,0,115.3476,-33.11297,10,Bunbury_2003_2005_2003-07-24T03:34:00Z,ag,m-1,0.1033,0.0969,0.0662,0.0574,0.0506,0.038,0.0295,0.0264,0.0232,0.0183,0.0175,0.0164,0.0154,0.0144,0.0114,0.0082,0.0075,0.0047,0.0044,0.0038,0.0026,0.0017
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T04:46:00Z,2003,7,24,4,46,0,115.46667,-33.20818,0,Bunbury_2003_2005_2003-07-24T04:46:00Z,ag,m-1,0.0727,0.0668,0.0402,0.0332,0.028,0.0191,0.0136,0.0118,0.0099,0.0072,0.0068,0.0062,0.0057,0.0053,0.0038,0.0025,0.0022,0.0012,0.0011,0.0009,0.0005,0.0003
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T04:46:00Z,2003,7,24,4,46,0,115.46667,-33.20818,9,Bunbury_2003_2005_2003-07-24T04:46:00Z,ag,m-1,0.0828,0.0767,0.0483,0.0406,0.0348,0.0246,0.0181,0.0158,0.0135,0.0101,0.0096,0.0089,0.0082,0.0076,0.0057,0.0038,0.0034,0.0019,0.0018,0.0015,0.0009,0.0006
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T06:59:00Z,2003,7,24,6,59,0,115.55962,-33.2545,0,Bunbury_2003_2005_2003-07-24T06:59:00Z,ag,m-1,0.0677,0.0626,0.0389,0.0326,0.0278,0.0195,0.0142,0.0123,0.0105,0.0078,0.0074,0.0068,0.0063,0.0058,0.0043,0.0029,0.0026,0.0014,0.0013,0.0011,0.0007,0.0004
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T06:59:00Z,2003,7,24,6,59,0,115.55962,-33.2545,11.5,Bunbury_2003_2005_2003-07-24T06:59:00Z,ag,m-1,0.0936,0.0872,0.0566,0.0482,0.0417,0.0302,0.0227,0.02,0.0173,0.0132,0.0125,0.0117,0.0108,0.0101,0.0077,0.0053,0.0048,0.0028,0.0026,0.0022,0.0015,0.0009
Bunbury_2003_2005,Bunbury,CSIRO,2003-07-24T06:59:00Z,2003,7,24,6,59,0,115.62691,-33.32078,1.5,Bunbury_2003_2005_2003-07-24T06:59:00Z,ag,m-1,0.4796,0.4377,0.2528,0.2058,0.1714,0.1136,0.0788,0.0671,0.0559,0.0397,0.037,0.0338,0.0308,0.0281,0.02,0.0124,0.011,0.0055,0.0051,0.0041,0.0024,0.0013
Bunbury_2003_2005,Bunbury,CSIRO,2003-09-17T02:59:00Z,2003,9,17,2,59,0,115.31742,-33.11613,0,Bunbury_2003_2005_2003-09-17T02:59:00Z,ag,m-1,0.0432,0.0398,0.0243,0.0202,0.0171,0.0118,0.0085,0.0074,0.0062,0.0046,0.0043,0.004,0.0037,0.0034,0.0025,0.0016,0.0015,0.0008,0.0007,0.0006,0.0004,0.0002
Bunbury_2003_2005,Bunbury,CSIRO,2003-09-17T02:59:00Z,2003,9,17,2,59,0,115.31742,-33.11613,12,Bunbury_2003_2005_2003-09-17T02:59:00Z,ag,m-1,0.0506,0.0468,0.0295,0.0248,0.0212,0.015,0.011,0.0096,0.0083,0.0062,0.0058,0.0054,0.005,0.0046,0.0035,0.0023,0.0021,0.0012,0.0011,0.0009,0.0006,0.0003
Bunbury_2003_2005,Bunbury,CSIRO,2003-09-17T03:40:00Z,2003,9,17,3,40,0,115.39803,-33.1623,0,Bunbury_2003_2005_2003-09-17T03:40:00Z,ag,m-1,0.0462,0.0422,0.0245,0.02,0.0167,0.0111,0.0077,0.0066,0.0055,0.0039,0.0036,0.0033,0.003,0.0028,0.002,0.0012,0.0011,0.0006,0.0005,0.0004,0.0002,0.0001
Bunbury_2003_2005,Bunbury,CSIRO,2003-09-17T03:40:00Z,2003,9,17,3,40,0,115.39803,-33.1623,12,Bunbury_2003_2005_2003-09-17T03:40:00Z,ag,m-1,0.0575,0.0529,0.0319,0.0264,0.0223,0.0153,0.0109,0.0094,0.008,0.0058,0.0054,0.005,0.0046,0.0042,0.0031,0.002,0.0018,0.001,0.0009,0.0007,0.0004,0.0002
Bunbury_2003_2005,Bunbury,CSIRO,2003-09-17T04:22:00Z,2003,9,17,4,22,0,115.47917,-33.20832,0,Bunbury_2003_2005_2003-09-17T04:22:00Z,ag,m-1,0.0724,0.0663,0.0391,0.0321,0.0269,0.0181,0.0128,0.0109,0.0092,0.0066,0.0062,0.0057,0.0052,0.0047,0.0034,0.0022,0.0019,0.001,0.0009,0.0008,0.0004,0.0002
Bunbury_2003_2005,Bunbury,CSIRO,2003-09-17T04:22:00Z,2003,9,17,4,22,0,115.47917,-33.20832,12,Bunbury_2003_2005_2003-09-17T04:22:00Z,ag,m-1,0.0677,0.0617,0.0356,0.029,0.0241,0.016,0.0111,0.0094,0.0078,0.0056,0.0052,0.0047,0.0043,0.0039,0.0028,0.0017,0.0015,0.0008,0.0007,0.0006,0.0003,0.0002
